SerialNumber,PartNumber,ReceiverLine,ReceiverStation,AcquisitionDuration,SegmentCount,CSACLolCount,MinutesTillFirstCSACLol,StartPhaseMeasurementNS,AcqStartTimeDTUTC,FirstCSACLolDTUTC,LastCSACLolDTUTC,AcqEndTimeDTUTC,EndPhaseMeasurementNS,CSACAlarmCount,NumberOfLogRecords,AvgHeaterPower,MaxHeaterPower,BatteryChargeLevelInitial,BatteryChargeLevelFinal,BatteryDischargeRatePerHour,InitialHumidity,FinalHumidity,HumidityChange
7607,280720001,1613,5002,d25 h19 m53 s14,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:44:39,1368085497000000000,3719,3720,10.57248,10.81,100,34,0.106471,17.33705,19.03159,1.694546
1874,280720001,1613,5010,d25 h19 m48 s07,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:32,1368085190000000000,0,3720,12.28998,12.56,99.33334,35,0.1037966,32.67609,36.15808,3.481987
8350,280720001,1613,5018,d25 h19 m48 s12,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:37,1368085195000000000,0,3720,11.89856,12.14,100,19.33333,0.1301488,27.76215,30.34405,2.581905
4037,280720001,1613,5026,d25 h19 m48 s16,2,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:41,1368085199000000000,3719,3720,11.90967,12.14,98.33334,20.66667,0.1253083,22.31268,24.33687,2.024183
6979,280720001,1613,5034,d25 h19 m07 s41,1,0,0,1365856357000000000,4/18/2023 12:32:19,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:00,1368085218000000000,3715,3716,12.20249,12.44,99.66666,25.66667,0.1195229,20.57755,22.40921,1.831663
6822,280720001,1613,5042,d25 h19 m48 s30,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:55,1368085213000000000,0,3720,11.61716,11.85,97.66666,31,0.1075601,24.48254,25.07326,0.5907211
2159,280720001,1613,5050,d25 h19 m48 s47,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:12,1368085230000000000,0,3720,9.812433,10.08,100,27.33333,0.1172396,25.22899,28.02281,2.793823
810,280720001,1613,5058,d25 h19 m49 s08,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:33,1368085251000000000,0,3720,9.655659,9.97,100,20,0.12907,22.93165,24.57972,1.648067
2729,280720001,1613,5066,d25 h19 m49 s02,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:27,1368085245000000000,0,3720,10.07885,10.32,100,18.33333,0.1317593,20.81969,22.64301,1.823318
15112,280720003,1613,5074,d25 h19 m49 s39,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:41:04,1368085282000000000,3719,3720,11.02498,11.28,100,18.33333,0.1317571,19.90915,22.10983,2.200678
6597,280720001,1613,5082,d25 h19 m49 s34,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:59,1368085277000000000,0,3720,9.609022,9.82,100,22.66667,0.1247662,17.75132,19.31573,1.564409
860,280720001,1613,5090,d25 h19 m49 s31,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:56,1368085274000000000,3719,3720,11.77729,12.02,100,44,0.09034804,22.46333,24.98878,2.525452
15810,280720003,1613,5098,d25 h19 m50 s13,2,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:41:38,1368085316000000000,3718,3724,10.81152,11.02,100,46,0.08711969,16.59223,18.85847,2.266232
3359,280720001,1613,5106,d25 h20 m08 s49,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:00:14,1368086432000000000,0,3720,17.32225,17.61,100,16.33333,0.1349142,26.03434,28.15576,2.121426
6791,280720001,1613,5114,d25 h19 m26 s19,1,0,0,1365855356000000000,4/18/2023 12:15:38,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:41:57,1368085335000000000,0,3720,11.10156,11.37,100,25,0.1210774,25.39131,27.32194,1.93063
8467,280720001,1613,5122,d25 h19 m26 s42,1,0,0,1365855356000000000,4/18/2023 12:15:38,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:20,1368085358000000000,0,3720,11.42045,11.65,100,24.33333,0.1221524,23.69547,26.63549,2.940014
3610,280720001,1613,5130,d25 h19 m50 s50,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:15,1368085353000000000,0,3720,11.69204,11.93,100,19.33333,0.1301396,25.19448,27.29112,2.096634
3694,280720001,1613,5138,d25 h19 m51 s27,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:52,1368085390000000000,0,3720,16.00743,16.31,100,20.33333,0.1285242,27.66385,30.42313,2.759283
15329,280720003,1613,5146,d25 h19 m51 s23,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:48,1368085386000000000,3719,3720,11.47667,11.72,100,61.66667,0.06184228,14.73679,16.7963,2.059505
2619,280720001,1613,5154,d25 h19 m51 s48,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:43:13,1368085411000000000,0,3720,16.60163,17.09,100,24,0.1226077,20.49335,22.39344,1.900099
3568,280720001,1613,5162,d25 h19 m52 s58,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:44:23,1368085481000000000,0,3720,11.51128,11.76,100,23.66667,0.1231416,24.93993,27.24352,2.303595
2571,280720001,1613,5170,d25 h19 m52 s12,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:43:37,1368085435000000000,3719,3720,14.10487,14.41,100,22,0.1258328,10.9811,12.62866,1.647561
15855,280720003,1613,5178,d25 h19 m50 s11,1,0,0,1365854013000000000,4/18/2023 11:53:15,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:43:26,1368085424000000000,3719,3720,9.468174,9.68,100,27.66667,0.1166975,22.60982,25.74403,3.134218
6890,280720001,1613,5186,d25 h19 m51 s51,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:43:16,1368085414000000000,0,3720,9.249028,9.45,100,21.33333,0.1269095,21.65196,23.5696,1.917639
6567,280720001,1613,5194,d25 h19 m51 s33,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:58,1368085396000000000,0,3720,11.55996,11.8,100,27,0.1177687,22.65963,25.01993,2.3603
736,280720001,1613,5202,d25 h19 m52 s37,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:44:02,1368085460000000000,0,3720,10.25598,10.47,100,34.33333,0.105935,22.60048,24.63295,2.032469
2489,280720001,1613,5210,d25 h19 m51 s03,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:28,1368085366000000000,0,3720,18.13433,18.48,100,13.66667,0.1392808,28.06833,31.05296,2.984632
3374,280720001,1613,5218,d25 h19 m50 s44,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:42:09,1368085347000000000,0,3720,14.46526,14.74,100,20,0.1290644,29.08758,32.08255,2.994968
1734,280720001,1613,5226,d25 h19 m50 s24,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:41:49,1368085327000000000,0,3720,9.937108,10.18,100,17.66667,0.13283,28.48186,32.66563,4.183775
2518,280720001,1613,5234,d25 h20 m08 s34,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:59:59,1368086417000000000,0,3720,10.82933,11.06,100,21.66667,0.126315,22.39349,25.03526,2.641771
851,280720001,1613,5242,d25 h19 m49 s46,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:41:11,1368085289000000000,0,3720,11.85546,12.11,100,19,0.1306811,30.75965,29.77234,-0.9873104
358,280720001,1613,5250,d25 h19 m49 s34,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:59,1368085277000000000,0,3720,10.71401,10.94,99,19,0.1290685,24.39192,27.01253,2.620602
3987,280720001,1613,5258,d25 h19 m49 s23,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:48,1368085266000000000,0,3720,10.37979,10.62,100,27.66667,0.1167,26.72145,30.09007,3.36861
1026,280720001,1613,5266,d25 h19 m49 s03,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:40:28,1368085246000000000,0,3720,18.61093,18.97,100,15.33333,0.1365993,27.65209,30.40281,2.750721
2607,280720001,1613,5274,d25 h19 m52 s55,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:44:20,1368085478000000000,0,3720,12.68081,12.93,100,21.66667,0.1263682,22.23205,24.44086,2.208803
365,280720001,1613,5282,d25 h19 m48 s28,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:53,1368085211000000000,0,3720,11.995,12.23,100,18.33333,0.1317613,18.12117,19.8016,1.680429
6436,280720001,1613,5290,d25 h20 m02 s20,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:53:45,1368086043000000000,0,3720,11.91527,12.13,100,24,0.122573,19.91182,21.97632,2.064503
8066,280720001,1613,5298,d25 h19 m48 s04,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 7:39:29,1368085187000000000,0,3720,11.56456,11.78,100,19.66667,0.1296115,16.52416,17.82725,1.303089
7312,280720001,1613,5314,d25 h20 m49 s18,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:40:43,1368088861000000000,0,3724,11.20996,11.47,100,26.66667,0.118123,25.63929,27.98538,2.346098
15431,280720003,1613,5322,d25 h20 m19 s24,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:10:49,1368087067000000000,3722,3724,13.01873,13.3,100,42,0.09349963,18.50808,20.7626,2.25452
728,280720001,1613,5330,d25 h20 m24 s48,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:16:13,1368087391000000000,0,3724,13.5554,13.87,100,14,0.1386173,30.21117,31.80957,1.598402
3729,280720001,1613,5338,d25 h20 m51 s49,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:01,1368087079000000000,0,3728,10.59068,10.83,100,16.33333,0.1347585,25.9101,27.23829,1.328199
7431,280720001,1613,5346,d25 h20 m51 s58,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:10,1368087088000000000,0,3728,11.27728,11.5,100,26,0.1191883,23.25014,24.68161,1.431473
6323,280720001,1613,5354,d25 h20 m52 s05,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:17,1368087095000000000,0,3728,9.264567,9.48,100,34.66667,0.105229,26.38533,27.9191,1.533772
2954,280720001,1613,5362,d25 h20 m52 s16,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:28,1368087106000000000,0,3728,15.06632,16.79,99.66666,24,0.1218718,25.90978,27.55087,1.64109
3565,280720001,1613,5370,d25 h18 m01 s04,1,0,0,1365862251000000000,4/18/2023 14:10:33,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:37,1368087115000000000,0,3708,14.33573,14.62,100,1.333333,0.1596502,28.48584,29.14817,0.6623268
15268,280720004,1613,5378,d25 h20 m52 s31,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:43,1368087121000000000,3725,3728,14.26144,14.53,100,46,0.08697399,13.96898,15.43961,1.470633
1345,280720001,1613,5386,d25 h19 m58 s36,1,0,0,1365855213000000000,4/18/2023 12:13:15,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:51,1368087129000000000,3720,3720,8.731225,8.94,100,23,0.1241982,19.8119,21.26851,1.45661
8038,280720001,1613,5394,d25 h19 m58 s42,1,1614,8.85,1365855213000000000,4/18/2023 12:13:15,4/18/2023 12:22:06,5/14/2023 7:50:47,5/14/2023 8:11:57,1368087135000000000,3572,3720,11.91281,12.18,100,25.33333,0.1204343,16.36257,17.45729,1.094721
7708,280720001,1613,5402,d25 h20 m52 s55,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:07,1368087145000000000,0,3728,9.84478,10.06,100,26,0.1191853,31.58533,46.41346,14.82813
2785,280720001,1613,5410,d25 h20 m53 s02,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:14,1368087152000000000,3726,3728,11.57251,11.89,100,26.66667,0.1181112,14.92245,16.81455,1.892104
6827,280720001,1613,5418,d25 h20 m53 s13,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:25,1368087163000000000,0,3728,8.683399,8.89,100,29.66667,0.1132788,27.96606,30.17102,2.204966
6316,280720001,1613,5426,d25 h20 m55 s57,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:15:09,1368087327000000000,0,3728,8.512936,8.7,100,25,0.1207861,28.44889,30.77075,2.321856
7754,280720001,1613,5434,d25 h20 m53 s34,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:46,1368087184000000000,0,3728,10.53967,10.76,100,24,0.1224044,22.73352,24.20548,1.471956
6428,280720001,1613,5442,d25 h21 m26 s39,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:45:51,1368089169000000000,0,3728,11.05789,11.28,100,24.66667,0.121223,25.85355,27.84577,1.99222
1894,280720001,1613,5450,d25 h20 m53 s58,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:10,1368087208000000000,0,3728,12.35574,12.58,100,27,0.1175714,25.58542,27.70434,2.118921
2393,280720001,1613,5458,d25 h20 m21 s38,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:03,1368087201000000000,0,3724,8.585511,8.76,100,20.66667,0.1278826,24.12917,26.37581,2.246639
535,280720001,1613,5466,d25 h20 m54 s16,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:28,1368087226000000000,0,3728,14.13072,14.42,100,24,0.1224021,26.89119,29.0748,2.183617
6910,280720001,1613,5474,d25 h20 m54 s20,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:32,1368087230000000000,0,3728,9.472389,9.66,100,27.33333,0.1170334,23.14804,25.6969,2.548862
3845,280720001,1613,5482,d25 h20 m54 s32,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:44,1368087242000000000,3726,3728,13.80122,14.05,100,22,0.1256223,28.68743,31.46401,2.776581
15454,280720003,1613,5490,d25 h20 m54 s39,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:51,1368087249000000000,3726,3728,9.921255,10.13,100,37.33333,0.100927,30.32748,33.85151,3.524035
2041,280720001,1613,5498,d25 h21 m08 s46,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:27:58,1368088096000000000,3726,3728,12.01163,12.24,100,21.33333,0.1266476,21.1788,23.03375,1.854956
3159,280720001,1613,5506,d25 h20 m22 s09,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:34,1368087232000000000,3722,3724,11.02359,11.27,100,23,0.1241196,15.78727,17.36229,1.575018
1919,280720001,1613,5514,d25 h20 m22 s01,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:26,1368087224000000000,0,3724,16.53469,16.81,100,16,0.1354037,28.82332,32.16091,3.337589
2741,280720001,1613,5522,d25 h20 m54 s05,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:17,1368087215000000000,0,3728,12.20446,12.43,100,18.66667,0.1309924,25.31152,27.94045,2.628927
7518,280720001,1613,5530,d25 h20 m53 s54,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:13:06,1368087204000000000,0,3728,10.52893,10.73,100,24.66667,0.1213296,29.57549,32.72057,3.145077
8426,280720001,1613,5538,d25 h20 m53 s39,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:51,1368087189000000000,0,3728,12.50935,12.75,100,20.33333,0.1283096,19.81785,22.18824,2.37039
15736,280720003,1613,5546,d25 h20 m21 s12,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:37,1368087175000000000,3722,3724,9.596102,9.78,100,23.66667,0.1230482,26.67756,30.14453,3.466969
1847,280720001,1613,5554,d25 h20 m21 s01,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:26,1368087164000000000,0,3724,17.78309,18.1,100,24,0.1225114,26.05166,28.85123,2.799576
1350,280720001,1613,5562,d25 h20 m53 s02,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:12:14,1368087152000000000,0,3728,12.35323,12.61,100,13,0.1401228,29.80529,32.83482,3.02953
645,280720001,1613,5570,d25 h20 m55 s15,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:14:27,1368087285000000000,0,3728,12.89182,13.15,100,12.66667,0.1406513,23.94798,26.51014,2.562164
428,280720001,1613,5578,d25 h20 m52 s20,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:32,1368087110000000000,0,3728,10.70043,10.9,100,30.33333,0.1122077,21.42092,22.7651,1.344179
4035,280720001,1613,5586,d25 h20 m52 s08,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:20,1368087098000000000,0,3728,14.23518,14.47,100,11,0.1433475,26.67249,28.68847,2.015976
4009,280720001,1613,5594,d25 h20 m51 s53,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:11:05,1368087083000000000,3725,3728,12.0139,12.2,100,23,0.1240206,20.72509,22.31699,1.5919
8496,280720001,1613,5602,d25 h20 m51 s43,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:10:55,1368087073000000000,0,3728,9.810661,10.01,100,19.66667,0.12939,22.0709,24.25372,2.182819
6572,280720001,1613,5610,d25 h20 m56 s06,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:47:31,1368089269000000000,0,3728,13.22711,13.48,100,30.33333,0.1121964,22.14213,24.17771,2.035578
1373,280720001,1613,5618,d25 h21 m22 s16,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:41:28,1368088906000000000,0,3728,13.04642,13.28,94.33334,24.66667,0.1121177,27.37515,29.63717,2.262018
15346,280720003,1613,5626,d25 h21 m22 s23,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:41:35,1368088913000000000,0,3728,9.625119,9.82,100,40.66667,0.09548746,24.9951,28.2303,3.235201
2343,280720001,1613,5634,d25 h21 m22 s28,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:41:40,1368088918000000000,0,3728,20.77121,21.11,100,23,0.1239188,27.53841,28.92707,1.388662
15083,280720003,1613,5642,d25 h20 m50 s22,1,0,0,1365853903000000000,4/18/2023 11:51:25,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:41:47,1368088925000000000,0,3728,11.08617,11.29,100,24.33333,0.121878,20.37958,21.65764,1.278059
7528,280720001,1613,5650,d25 h21 m38 s25,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:57:37,1368089875000000000,0,3732,10.39701,10.63,100,29.66667,0.1131415,26.40085,28.43194,2.031092
7076,280720001,1613,5658,d25 h21 m22 s45,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:41:57,1368088935000000000,0,3732,11.01799,11.22,100,28,0.1158713,30.86901,34.21225,3.343237
174,280720001,1613,5666,d25 h21 m22 s49,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:42:01,1368088939000000000,0,3732,10.4065,10.62,100,24,0.1223084,28.41046,30.05467,1.644215
259,280720001,1613,5674,d25 h21 m22 s55,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:42:07,1368088945000000000,0,3732,16.74313,17.04,100,16,0.1351826,31.38404,33.1724,1.788363
6777,280720001,1613,5682,d25 h21 m23 s05,1,0,0,1365851970000000000,4/18/2023 11:19:12,1/1/0001 0:00:00,1/1/0001 0:00:00,5/14/2023 8:42:17,1368088955000000000,0,3732,10.34624,10.54,100,27,0.1174796,25.83038,27.3371,1.506727
